"Date","Source","Site ID","POC","Daily Max 8-hour CO Concentration","Units","Daily AQI Value","Local Site Name","Daily Obs Count","Percent Complete","AQS Parameter Code","AQS Parameter Description","Method Code","CBSA Code","CBSA Name","State FIPS Code","State","County FIPS Code","County","Site Latitude","Site Longitude"
"05/19/2022","AQS","490352005","1","0.2","ppm","2","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"05/20/2022","AQS","490352005","1","0.1","ppm","1","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"05/21/2022","AQS","490352005","1","0.2","ppm","2","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"05/22/2022","AQS","490352005","1","0.2","ppm","2","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"05/23/2022","AQS","490352005","1","0.1","ppm","1","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"05/24/2022","AQS","490352005","1","0.2","ppm","2","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"05/25/2022","AQS","490352005","1","0.2","ppm","2","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"05/26/2022","AQS","490352005","1","0.1","ppm","1","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"05/27/2022","AQS","490352005","1","0.1","ppm","1","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"05/28/2022","AQS","490352005","1","0.1","ppm","1","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"05/29/2022","AQS","490352005","1","0.1","ppm","1","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"05/30/2022","AQS","490352005","1","0.1","ppm","1","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"05/31/2022","AQS","490352005","1","0.3","ppm","3","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"06/01/2022","AQS","490352005","1","0.2","ppm","2","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"06/02/2022","AQS","490352005","1","0.2","ppm","2","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"06/03/2022","AQS","490352005","1","0.2","ppm","2","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"06/04/2022","AQS","490352005","1","0.2","ppm","2","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"06/05/2022","AQS","490352005","1","0.1","ppm","1","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"06/06/2022","AQS","490352005","1","0.1","ppm","1","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"06/07/2022","AQS","490352005","1","0.2","ppm","2","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"06/08/2022","AQS","490352005","1","0.2","ppm","2","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"06/09/2022","AQS","490352005","1","0.2","ppm","2","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"06/10/2022","AQS","490352005","1","0.2","ppm","2","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"06/11/2022","AQS","490352005","1","0.2","ppm","2","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"06/12/2022","AQS","490352005","1","0.2","ppm","2","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"06/13/2022","AQS","490352005","1","0","ppm","0","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"06/14/2022","AQS","490352005","1","0","ppm","0","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"06/15/2022","AQS","490352005","1","0.2","ppm","2","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"06/16/2022","AQS","490352005","1","0.2","ppm","2","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"06/17/2022","AQS","490352005","1","0.1","ppm","1","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"06/18/2022","AQS","490352005","1","0.1","ppm","1","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"06/19/2022","AQS","490352005","1","0","ppm","0","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"06/20/2022","AQS","490352005","1","0","ppm","0","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"06/21/2022","AQS","490352005","1","0.1","ppm","1","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"06/22/2022","AQS","490352005","1","0.2","ppm","2","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"06/23/2022","AQS","490352005","1","0.1","ppm","1","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"06/24/2022","AQS","490352005","1","0.1","ppm","1","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"06/25/2022","AQS","490352005","1","0.1","ppm","1","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"06/26/2022","AQS","490352005","1","0.2","ppm","2","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"06/27/2022","AQS","490352005","1","0.1","ppm","1","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"06/28/2022","AQS","490352005","1","0.1","ppm","1","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"06/29/2022","AQS","490352005","1","0.1","ppm","1","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"06/30/2022","AQS","490352005","1","0.1","ppm","1","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"07/01/2022","AQS","490352005","1","0","ppm","0","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"07/02/2022","AQS","490352005","1","0","ppm","0","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"07/03/2022","AQS","490352005","1","0","ppm","0","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"07/04/2022","AQS","490352005","1","0","ppm","0","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"07/05/2022","AQS","490352005","1","0","ppm","0","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"07/06/2022","AQS","490352005","1","0","ppm","0","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"07/07/2022","AQS","490352005","1","0.1","ppm","1","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"07/08/2022","AQS","490352005","1","0.1","ppm","1","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"07/09/2022","AQS","490352005","1","0.1","ppm","1","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"07/10/2022","AQS","490352005","1","0.1","ppm","1","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"07/11/2022","AQS","490352005","1","0.2","ppm","2","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"07/12/2022","AQS","490352005","1","0.2","ppm","2","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"07/13/2022","AQS","490352005","1","0","ppm","0","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"07/14/2022","AQS","490352005","1","0.1","ppm","1","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"07/15/2022","AQS","490352005","1","0.1","ppm","1","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"07/16/2022","AQS","490352005","1","0.2","ppm","2","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"07/17/2022","AQS","490352005","1","0.2","ppm","2","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"07/18/2022","AQS","490352005","1","0.1","ppm","1","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"07/19/2022","AQS","490352005","1","0.1","ppm","1","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"07/20/2022","AQS","490352005","1","0.1","ppm","1","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"07/21/2022","AQS","490352005","1","0.2","ppm","2","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"07/22/2022","AQS","490352005","1","0.1","ppm","1","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"07/23/2022","AQS","490352005","1","0.2","ppm","2","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"07/24/2022","AQS","490352005","1","0.1","ppm","1","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"07/25/2022","AQS","490352005","1","0.1","ppm","1","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"07/26/2022","AQS","490352005","1","0.2","ppm","2","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"07/27/2022","AQS","490352005","1","0.2","ppm","2","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"07/28/2022","AQS","490352005","1","0.1","ppm","1","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"07/29/2022","AQS","490352005","1","0","ppm","0","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"07/30/2022","AQS","490352005","1","0","ppm","0","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"07/31/2022","AQS","490352005","1","0.1","ppm","1","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"08/01/2022","AQS","490352005","1","0","ppm","0","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"08/02/2022","AQS","490352005","1","0","ppm","0","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"08/03/2022","AQS","490352005","1","0.1","ppm","1","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"08/04/2022","AQS","490352005","1","0.2","ppm","2","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"08/05/2022","AQS","490352005","1","0.2","ppm","2","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"08/06/2022","AQS","490352005","1","0.1","ppm","1","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"08/07/2022","AQS","490352005","1","0.1","ppm","1","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"08/08/2022","AQS","490352005","1","0.2","ppm","2","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"08/09/2022","AQS","490352005","1","0.2","ppm","2","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"08/10/2022","AQS","490352005","1","0.2","ppm","2","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"08/11/2022","AQS","490352005","1","0","ppm","0","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"08/12/2022","AQS","490352005","1","0.1","ppm","1","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"08/13/2022","AQS","490352005","1","0.1","ppm","1","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"08/14/2022","AQS","490352005","1","0","ppm","0","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"08/15/2022","AQS","490352005","1","0.1","ppm","1","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"08/16/2022","AQS","490352005","1","0.1","ppm","1","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"08/17/2022","AQS","490352005","1","0.1","ppm","1","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"08/18/2022","AQS","490352005","1","0.1","ppm","1","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"08/19/2022","AQS","490352005","1","0.1","ppm","1","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"08/20/2022","AQS","490352005","1","0.1","ppm","1","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"08/21/2022","AQS","490352005","1","0.1","ppm","1","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"08/22/2022","AQS","490352005","1","0.1","ppm","1","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"08/23/2022","AQS","490352005","1","0.2","ppm","2","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"08/24/2022","AQS","490352005","1","0.1","ppm","1","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"08/25/2022","AQS","490352005","1","0.1","ppm","1","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"08/26/2022","AQS","490352005","1","0.1","ppm","1","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"08/27/2022","AQS","490352005","1","0.1","ppm","1","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"08/28/2022","AQS","490352005","1","0.1","ppm","1","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"08/29/2022","AQS","490352005","1","0.2","ppm","2","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"08/30/2022","AQS","490352005","1","0.2","ppm","2","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"08/31/2022","AQS","490352005","1","0.2","ppm","2","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"09/01/2022","AQS","490352005","1","0.2","ppm","2","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"09/02/2022","AQS","490352005","1","0.2","ppm","2","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"09/03/2022","AQS","490352005","1","0.2","ppm","2","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"09/04/2022","AQS","490352005","1","0.2","ppm","2","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"09/05/2022","AQS","490352005","1","0.2","ppm","2","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"09/06/2022","AQS","490352005","1","0.3","ppm","3","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"09/07/2022","AQS","490352005","1","0.2","ppm","2","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"09/08/2022","AQS","490352005","1","0.3","ppm","3","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"09/09/2022","AQS","490352005","1","0.3","ppm","3","Copper View","17","71.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"09/10/2022","AQS","490352005","1","0.4","ppm","5","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"09/11/2022","AQS","490352005","1","0.4","ppm","5","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"09/12/2022","AQS","490352005","1","0.3","ppm","3","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"09/13/2022","AQS","490352005","1","0.2","ppm","2","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"09/14/2022","AQS","490352005","1","0","ppm","0","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"09/15/2022","AQS","490352005","1","0.1","ppm","1","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"09/16/2022","AQS","490352005","1","0.1","ppm","1","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"09/17/2022","AQS","490352005","1","0.1","ppm","1","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"09/18/2022","AQS","490352005","1","0.1","ppm","1","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"09/19/2022","AQS","490352005","1","0","ppm","0","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"09/20/2022","AQS","490352005","1","0","ppm","0","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"09/21/2022","AQS","490352005","1","0.1","ppm","1","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"09/22/2022","AQS","490352005","1","0.1","ppm","1","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"09/23/2022","AQS","490352005","1","0.2","ppm","2","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"09/24/2022","AQS","490352005","1","0.2","ppm","2","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"09/25/2022","AQS","490352005","1","0.3","ppm","3","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"09/26/2022","AQS","490352005","1","0.2","ppm","2","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"09/27/2022","AQS","490352005","1","0.2","ppm","2","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"09/28/2022","AQS","490352005","1","0.2","ppm","2","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"09/29/2022","AQS","490352005","1","0","ppm","0","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"09/30/2022","AQS","490352005","1","0.1","ppm","1","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"10/01/2022","AQS","490352005","1","0.2","ppm","2","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"10/02/2022","AQS","490352005","1","0.2","ppm","2","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"10/03/2022","AQS","490352005","1","0.2","ppm","2","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"10/04/2022","AQS","490352005","1","0.2","ppm","2","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"10/05/2022","AQS","490352005","1","0.2","ppm","2","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"10/06/2022","AQS","490352005","1","0.2","ppm","2","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"10/07/2022","AQS","490352005","1","0.2","ppm","2","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"10/08/2022","AQS","490352005","1","0.2","ppm","2","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"10/09/2022","AQS","490352005","1","0.2","ppm","2","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"10/10/2022","AQS","490352005","1","0.2","ppm","2","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"10/11/2022","AQS","490352005","1","0.2","ppm","2","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
